1 1 1.00000000000000000000000000000e0
2 1 3.88051793878705416042067757229e-1
2 2 1.0000000000000000000000000000e0
3 1 3.30291796652782298572363624923e-1
3 2 3.96150809335837126634209773520e-1
3 3 1.00000000000000000000000000000e0
4 1 2.98349667939993274750861864749e-1
4 2 3.47794116227663749967087152704e-1
4 3 3.99248890196324339016492753066e-1
4 4 1.00000000000000000000000000000e0
5 1 2.77609609505717923797449226602e-1
5 2 3.27996313642984695805027046681e-1
5 3 3.62042636318537174954050195740e-1
5 4 4.00865046656789456326532526423e-1
5 5 1.00000000000000000000000000000e0
6 1 2.62559071440384785324182592501e-1
6 2 3.08601381070415707295450204654e-1
6 3 3.38538606125081626780817119631e-1
6 4 3.72027373443660035113920764786e-1
6 5 4.01845571286376400035421741545e-1
6 6 1.00000000000000000000000000000e0
7 1 2.50873245098390904882803021109e-1
7 2 2.88210012040353985535128914732e-1
7 3 3.15337502000536275529905875391e-1
7 4 3.44071929624253027410821844043e-1
7 5 3.78814189898752747464355889211e-1
7 6 4.02497759105452017104320806506e-1
7 7 1.00000000000000000000000000001e0
8 1 2.41396351754936979900203776807e-1
8 2 2.74180201861615971992164265977e-1
8 3 3.06597762127020060884787871225e-1
8 4 3.27163961248713088414473601195e-1
8 5 3.49698625200376979937432424355e-1
8 6 3.83349332136997108215485737939e-1
8 7 4.02959563373791044110102090917e-1
8 8 1.00000000000000000000000000007e0
9 1 2.33473768755506144428781611794e-1
9 2 2.65911127006151573171543498148e-1
9 3 2.99048357212511073375883232606e-1
9 4 3.17416414096447906554082089927e-1
9 5 3.36287584158897751710383427347e-1
9 6 3.54250252520249594938868732865e-1
9 7 3.86569517582415600068575925746e-1
9 8 4.03301800374137604744889250606e-1
9 9 1.00000000000000000000000000031e0
10 1 2.26699528219709041140034645752e-1
10 2 2.60220671196849502900359576151e-1
10 3 2.84055938259609948493300701113e-1
10 4 3.01499596995586391066062220772e-1
10 5 3.22075934080269813580099423129e-1
10 6 3.43474602196771912156662840192e-1
10 7 3.58596729061676912342633795314e-1
10 8 3.89063451930387756187445536177e-1
10 9 4.03564395396526785962770123604e-1
10 10 1.00000000000000000000000000114e0
11 1 2.20805159748578388728056295094e-1
11 2 2.54194731029275521282148567909e-1
11 3 2.71237729328454368870610262611e-1
11 4 2.93872041088991864679746825597e-1
11 5 3.09418139844391099349591917715e-1
11 6 3.25864423262127746700174429085e-1
11 7 3.47939928494700762561655261417e-1
11 8 3.62563715422096640121283514968e-1
11 9 3.91072620181481990150290292011e-1
11 10 4.03771483792418803299655559428e-1
11 11 1.00000000000000000000000000364e0
12 1 2.15604383565066438055540748242e-1
12 2 2.46716001630623395925892691144e-1
12 3 2.64716610615051031436785752086e-1
12 4 2.91814084274919525872049949084e-1
12 5 3.05983863924310418277301325318e-1
12 6 3.19128869152832661710576596251e-1
12 7 3.31135945138446062507837109688e-1
12 8 3.50849603825512218789160766601e-1
12 9 3.66096104879026232551845695718e-1
12 10 3.92711205170614089400721934608e-1
12 11 4.03938467375032879809173713069e-1
12 12 1.00000000000000000000000001021e0
13 1 2.10962996347851103341968918356e-1
13 2 2.39576773234753348355939639480e-1
13 3 2.61291577554386945388999027039e-1
13 4 2.82699366574462547073795685007e-1
13 5 2.94508913312384522505884444759e-1
13 6 3.09865011131872458213789221211e-1
13 7 3.25261960437279756506025242467e-1
13 8 3.36245217213593970457558504098e-1
13 9 3.53234198861711247962711374658e-1
13 10 3.69354262661848983251204165184e-1
13 11 3.94043997147035543856476147252e-1
13 12 4.04075610183654309580809626745e-1
13 13 1.00000000000000000000000002543e0
14 1 2.06781329455496079897859825387e-1
14 2 2.33884202779155587247362707910e-1
14 3 2.56417477731689931848483521670e-1
14 4 2.70278127187845208837402314055e-1
