1 1 6.71237968274758676776042998571e0
2 1 1.73768375599294780706389242013e1
2 2 4.61206788770443879796560431088e1
3 1 3.64198358384433829262926343668e1
3 2 9.77857552409657844140236906572e1
3 3 2.08589689531360951184129447578e2
4 1 6.87147050482574784102842421066e1
4 2 1.85474511249451108907884161499e2
4 3 3.97026944421020747383372037019e2
4 4 7.57630539093412252446090457272e2
5 1 1.21009843178024854263654995143e2
5 2 3.27707563479374752779596215317e2
5 3 7.03236971207937095922997288650e2
5 4 1.34462166694876004700521682206e3
5 5 2.39033225331120393098040369544e3
6 1 2.02710735358641744039595653884e2
6 2 5.50442267043453586130668958351e2
6 3 1.18364419743253240189131049637e3
6 4 2.26693687905218110039292120095e3
6 5 4.03557601404131081409220226556e3
6 6 6.82147876953601194183351438853e3
7 1 3.26885023795952063273377790665e2
7 2 8.89681658786764294948376801188e2
7 3 1.91653430540444621858042879057e3
7 4 3.67587260081326286679949920155e3
7 5 6.55174463474966992238371335892e3
7 6 1.10864162645717447939969506211e4
7 7 1.80347669669765670350452646057e4
8 1 5.11418755591269545589253702233e2
8 2 1.39472744310869516890898152970e3
8 3 3.00919249449934814942897399122e3
8 4 5.77893612122244851520391023841e3
8 5 1.03113473399555731840955483984e4
8 6 1.74646550445431461114523452345e4
8 7 2.84342715485409578633439988821e4
8 8 4.48639957271553532548817021974e4
9 1 7.80513189440917461543342595659e2
9 2 2.13234586999353397641234416516e3
9 3 4.60702945304142820414912520715e3
9 4 8.85758989217680892047760969961e3
9 5 1.58199964946796735555853132870e4
9 6 2.68176184057779937811733125447e4
9 7 4.36947391013360793558989780003e4
9 8 6.89886488088752876987058801349e4
9 9 1.06150445956332854786965055727e5
10 1 1.16660032093968345649502952863e3
10 2 3.19207551017972693748224828743e3
10 3 6.90519850198916059720544331331e3
10 4 1.32898476658691929917639724908e4
10 5 2.37571683054451980091020181524e4
10 6 4.03035802904139814070130245614e4
10 7 6.57127406515214232800203577983e4
10 8 1.03816010155539929320761161741e5
10 9 1.59826750497616220072924242489e5
10 10 2.40766956488112993450452129434e5
